time,open,high,low,close,EMA5,EMA10,EMA60,EMA120,UB2.00,BBandMA20,LB2.00,trust_buy,trust,keyman,foreign_buy,foreign,dealer_buy,dealer,volumn,MA5,MA10,financing,financing_error
2019/5/24,10313.15,10370.97,10308.59,10328.28,10399.71,10486.44,10578.94,10452.33,11199.01,10683.42,10167.84,4.05货,-3363货,15304货,-85.3货,39508货,-4.38货,-1413货,1030.58,1113.77,1173.87,1246货,-3341窾
2019/5/27,10344.18,10365.44,10305.28,10334.13,10378.89,10459.32,10571.01,10450.42,11173.97,10652.5,10131.04,-2.67货,-3366货,15281货,-46.8货,39461货,-8.86货,-1422货,927.44,1081.98,1152.33,1245货,-9732窾
2019/5/28,10348.58,10361.61,10312.31,10312.31,10363.83,10436.48,10563.23,10448.5,11145.31,10621.17,10097.03,1.27货,-3365货,15270货,-56.4货,39405货,15.5货,-1407货,1548.68,1131.99,1167.1,1242货,-3.21货
2019/5/29,10277.35,10307.75,10227.44,10301.78,10335.41,10407.77,10553.9,10445.69,11104.27,10587.87,10071.47,-8698窾,-3366货,15240货,-60.5货,39344货,3.39货,-1403货,954.41,1130.68,1146.88,1244货,1.63货
2019/5/30,10307.12,10384.36,10306.03,10382.99,10338.65,10396.38,10547.05,10444.02,11043.09,10556.79,10070.49,3.98货,-3362货,15219货,-37.2货,39307货,-4.35货,-1408货,992.48,1090.72,1131.34,1250货,6.19货
2019/5/31,10386.12,10515.1,10369.02,10498.49,10373.16,10404.71,10543.62,10443.99,10945.69,10526.9,10108.12,11.0货,-3351货,15287货,19.4货,39327货,1.85货,-1406货,1263.96,1137.39,1125.58,1242货,-8.02货
2019/6/3,10482.45,10511.2,10383.51,10500.07,10405.21,10416.45,10541.18,10444.41,10889.85,10507.05,10124.25,-4.71货,-3355货,15313货,42.6货,39369货,-4.01货,-1410货,974.23,1146.75,1114.37,1245货,3.48货
2019/6/4,10499.51,10518.33,10421.81,10429.12,10425.87,10425.68,10538.75,10444.79,10793.06,10479.15,10165.24,7534窾,-3355货,15267货,-58.5货,39311货,-12.9货,-1423货,895.45,1016.11,1074.05,1246货,1.07货
2019/6/5,10497.5,10541.29,10446.51,10461.62,10446.16,10436.78,10537.05,10445.48,10694.67,10456.05,10217.43,2.13货,-3353货,15276货,-5.25货,39305货,-15.5货,-1438货,997.79,1024.78,1077.73,1248货,1.26货
2019/6/6,10409.9,10429.33,10371.08,10409.2,10432.4,10430.98,10532.71,10444.81,10642.09,10439.82,10237.56,-4.05货,-3357货,15225货,-23.1货,39282货,-21.8货,-1460货,993.33,1024.95,1057.84,1246货,-1.21货
2019/6/10,10486.23,10566.47,10466.24,10566.47,10462.05,10447.41,10532.34,10446.08,10602.73,10432.5,10262.26,6.36货,-3350货,15335货,83.1货,39365货,27.8货,-1432货,1092.87,990.73,1064.06,1240货,-6.59货
2019/6/11,10567.54,10637.9,10548.06,10607.76,10504.8,10473.39,10534.24,10448.46,10613.67,10434.97,10256.27,10.2货,-3340货,15391货,34.8货,39400货,29.2货,-1403货,1231.64,1042.22,1094.48,1232货,-7.44货
2019/6/12,10605.75,10630.69,10566.37,10615.66,10538.08,10497.25,10536.55,10451.04,10632.02,10439.79,10247.57,3.99货,-3336货,15394货,-1.50货,39399货,-13.8货,-1417货,1031.54,1069.43,1042.77,1236货,3.30货
2019/6/13,10582.19,10617.06,10539.49,10561.01,10550.36,10511.38,10537.81,10453.09,10632.07,10439.81,10247.54,8.00货,-3328货,15331货,-75.8货,39323货,-3.98货,-1421货,979.58,1065.79,1045.29,1241货,5.26货
2019/6/14,10546.42,10568.92,10517.82,10524.67,10546.73,10516.48,10537.86,10454.52,10637.6,10442.31,10247.02,8371窾,-3327货,15307货,-31.5货,39291货,3.79货,-1417货,855.39,1038.21,1031.58,1240货,-1.31货
2019/6/17,10488.7,10562.97,10474.19,10530.54,10535.85,10516.05,10537.08,10455.5,10646.62,10449.63,10252.64,-2.28货,-3329货,15293货,-42.8货,39249货,10.9货,-1406货,895.01,998.63,994.68,1241货,1.28货
2019/6/18,10547.15,10573.77,10521.7,10566.74,10541.35,10522.65,10537.58,10457.1,10659.88,10458.05,10256.21,-6705窾,-3330货,15307货,15.4货,39264货,-4.59货,-1411货,809.83,914.27,978.24,1238货,-3.11货
2019/6/19,10650.48,10778.64,10650.48,10775.34,10598.81,10557.39,10543.36,10461.34,10718.33,10473.59,10228.85,10.0货,-3320货,15538货,179货,39444货,86.9货,-1324货,1423.07,992.58,1031.01,1225货,-12.6货
2019/6/20,10749.41,10799.14,10745.25,10785.01,10655.77,10595.99,10550.78,10466.44,10769.56,10489.98,10210.39,5.83货,-3314货,15630货,69.4货,39513货,36.2货,-1288货,1291.71,1055,1060.4,1222货,-3.15货
2019/6/21,10817.71,10840.29,10773.47,10803.77,10706.79,10634.69,10559.24,10472.1,10812.76,10514.75,10216.74,3.24货,-3311货,15684货,65.1货,39578货,-19.6货,-1307货,1526.2,1189.16,1113.68,1222货,-2379窾
2019/6/24,10734.25,10786.33,10695.49,10779.45,10720.82,10655.45,10565.46,10476.68,10843.63,10537.31,10230.98,-1.85货,-3313货,15711货,54.1货,39632货,-8.28货,-1316货,975.4,1205.24,1101.94,1224货,2.11货
2019/6/25,10777.18,10787.62,10693.04,10706.72,10727.59,10671.03,10571.22,10481.05,10855.82,10555.94,10256.05,2.88货,-3310货,15676货,-20.0货,39612货,-4.59货,-1320货,1014.32,1246.14,1080.21,1227货,3.16货
2019/6/26,10661.39,10690.98,10645.37,10652.55,10705.92,10669.49,10574.21,10484.05,10853.6,10572.95,10292.29,1.06货,-3309货,15674货,-5.86货,39606货,-1.49货,-1322货,875.14,1136.55,1064.57,1230货,3.40货
2019/6/27,10674.2,10800.29,10674.2,10773.9,10714.16,10680.61,10579.34,10488.12,10860.96,10596.55,10332.15,8.41货,-3301货,15807货,144货,39750货,12.5货,-1309货,1267.42,1131.69,1093.35,1225货,-5.06货
2019/6/28,10786.66,10788.08,10719.08,10730.83,10728.16,10694.35,10585.14,10492.55,10865.31,10613.95,10362.58,3.67货,-3297货,15787货,-29.5货,39721货,4.63货,-1305货,914.18,1009.29,1099.23,1228货,3.08货
2019/7/1,10821.3,10914.85,10821.3,10895.46,10773.18,10725.05,10594.26,10498.68,10907.27,10633.79,10360.31,20.9货,-3276货,15914货,72.3货,39793货,32.5货,-1272货,1456.64,1105.54,1155.39,1218货,-9.85货
2019/7/2,10878.01,10888.21,10843.64,10865.12,10805.04,10751.18,10603.26,10504.8,10935.92,10652.05,10368.17,3.80货,-3272货,15923货,-49.6货,39743货,13.5货,-1259货,1207.16,1144.11,1195.12,1225货,6.39货
2019/7/3,10793.1,10812.65,10720.66,10743.77,10792.54,10754.15,10608.64,10509.14,10934.87,10667.78,10400.69,-10.7货,-3283货,15858货,-80.3货,39663货,-5.61货,-1264货,1127.14,1194.51,1165.53,1232货,7.05货
2019/7/4,10755.87,10791.28,10750.9,10775.9,10784.52,10756.76,10613.88,10513.43,10936.85,10683.49,10430.14,-4.12货,-3287货,15839货,1.44货,39665货,-6.42货,-1271货,981.58,1137.34,1134.52,1243货,10.9货
2019/7/5,10785.85,10812.38,10756.67,10785.73,10784.73,10761.92,10619.5,10517.92,10925.51,10702.32,10479.13,-3.18货,-3290货,15840货,2.10货,39667货,11.7货,-1259货,865.11,1127.53,1068.41,1245货,2.04货
2019/7/8,10742.81,10781.11,10708.92,10751.22,10771.83,10759.03,10623.65,10521.69,10926.64,10711.56,10496.48,-6.58货,-3297货,15778货,-69.8货,39597货,-2.78货,-1262货,970.82,1030.36,1067.95,1252货,7.37货
2019/7/9,10729.83,10733.57,10680.85,10702.78,10751.8,10750.44,10626.54,10524.83,10926.14,10716.31,10506.48,-4.41货,-3301货,15745货,-32.4货,39565货,-7.15货,-1269货,942.04,977.34,1060.72,1255货,2.67货
2019/7/10,10723.23,10810.16,10723.23,10798.48,10755.79,10752.86,10631.04,10528.78,10932.86,10725.45,10518.04,1.54货,-3300货,15782货,11.5货,39576货,38.8货,-1230货,1041.97,960.31,1077.41,1256货,8926窾
2019/7/11,10817.6,10856.51,10799.65,10843.42,10780.29,10766.76,10637.54,10533.75,10938.56,10739.57,10540.58,6.55货,-3293货,15857货,48.6货,39625货,-2.25货,-1232货,1320.57,1028.1,1082.72,1253货,-3.06货
2019/7/12,10855.16,10867.59,10823.89,10824.35,10801.11,10780.57,10644.26,10538.85,10930.34,10754.55,10578.77,5.36货,-3288货,15867货,-5.74货,39619货,8.75货,-1223货,1222.17,1099.52,1113.52,1256货,3.23货
2019/7/15,10819.92,10880.56,10769.57,10876.43,10812.95,10790.76,10650.57,10543.78,10922.31,10771.85,10621.39,8.31货,-3279货,15894货,7.66货,39627货,4.34货,-1219货,1205.42,1146.44,1088.4,1259货,2.77货
2019/7/16,10865,10899.84,10865,10886.05,10834.96,10806.8,10658.06,10549.32,10913.56,10787.81,10662.06,-9175窾,-3280货,15889货,-4.65货,39622货,-6.10货,-1225货,1196.95,1197.42,1087.38,1264货,5.00货
2019/7/17,10861.11,10861.11,10804.34,10828.48,10836.22,10812.61,10663.98,10554.1,10917.3,10790.47,10663.65,-2.11货,-3282货,15844货,-29.6货,39592货,-20.0货,-1245货,1163.41,1221.71,1091.01,1268货,3.91货
2019/7/18,10821.92,10835.43,10792.27,10799.28,10828.22,10812.54,10668.84,10558.37,10918.04,10791.18,10664.33,-7364窾,-3283货,15804货,-42.3货,39550货,-8.77货,-1254货,1062.06,1170,1099.05,1272货,4.20货
2019/7/19,10861.99,10919.96,10861.99,10873.19,10845.24,10824.68,10675.74,10563.67,10926.4,10794.66,10662.91,7.91货,-3275货,15868货,81.6货,39632货,-2.26货,-1256货,1235.67,1172.7,1136.11,1271货,-6871窾
2019/7/22,10910.5,10949.76,10909.15,10944.53,10872.99,10843.55,10684.03,10569.7,10949.64,10802.91,10656.18,7.99货,-3267货,15910货,47.3货,39679货,1.41货,-1255货,1186.54,1168.93,1157.68,1277货,5.96货
2019/7/23,10963.86,10994.44,10932.53,10947.26,10901.83,10864.64,10693.06,10576.14,10967.48,10814.94,10662.39,2.87货,-3264货,15899货,-5065窾,39678货,-13.7货,-1269货,1278.79,1185.29,1191.36,1284货,6.64货
2019/7/24,10969.74,10976.46,10912.92,10935.76,10917.46,10879.92,10701.45,10582.3,10970.92,10829.1,10687.28,2.42货,-3262货,15908货,12.0货,39690货,-14.6货,-1283货,1331.29,1218.87,1220.29,1287货,3.21货
2019/7/25,10892.25,10945.92,10879.4,10941.41,10916.56,10886.26,10708.44,10587.8,10984.94,10837.47,10690.01,-2.09货,-3264货,15886货,22.2货,39713货,-14.6货,-1298货,1338.86,1274.23,1222.12,1295货,7.82货
2019/7/26,10898.25,10907.44,10879.24,10891.98,10909.11,10887.71,10714.53,10592.86,10986.26,10845.53,10704.8,3.53货,-3261货,15850货,-51.3货,39661货,-6.13货,-1304货,1117.95,1250.69,1211.69,1299货,4.35货
2019/7/29,10872.63,10905.74,10863.33,10885.73,10900.03,10886.64,10720.02,10597.64,10985.15,10845.04,10704.94,4.04货,-3257货,15795货,-43.9货,39617货,-8.91货,-1313货,1055.25,1224.43,1196.68,1305货,5.78货
2019/7/30,10909.98,10927.16,10827.74,10830.9,10891.33,10884.33,10725.06,10602.21,10983.25,10843.33,10703.41,-5.90货,-3262货,15798货,26.1货,39643货,1.94货,-1311货,1314.1,1231.49,1208.39,1290货,-14.9货
2019/7/31,10824.15,10835.8,10754.07,10823.81,10864.04,10870.72,10727.83,10605.63,10980.02,10847.33,10714.64,3.52货,-3259货,15733货,-50.0货,39594货,-25.9货,-1337货,1316.43,1228.52,1223.69,1298货,7.93货
2019/8/1,10773.06,10773.25,10714.73,10731.75,10825.43,10848.44,10728.5,10607.99,10983.83,10845.13,10706.42,6.02货,-3253货,15598货,-159货,39435货,-9573窾,-1338货,1310.59,1222.86,1248.55,1308货,10.0货
2019/8/2,10641.28,10641.28,10524.68,10549.04,10746.64,10801.28,10723.93,10607.68,11021.72,10833.29,10644.86,-12.2货,-3265货,15397货,-196货,39239货,-21.0货,-1359货,1599.39,1319.15,1284.92,1296货,-12.0货
2019/8/5,10528.87,10542.49,10418.25,10423.41,10657.18,10742.55,10715.87,10605.54,11075.14,10816.9,10558.67,-5.26货,-3270货,15265货,-155货,39084货,4.49货,-1354货,1293.91,1366.88,1295.66,1294货,-1.82货
2019/8/6,10304.88,10425.6,10180.04,10394.75,10546.89,10666.87,10703.1,10600.92,11115.78,10801.5,10487.22,-7.48货,-3278货,15213货,-58.0货,39026货,34.3货,-1320货,1460.38,1396.14,1313.81,1281货,-12.9货
2019/8/7,10422.89,10461.37,10366.54,10386.18,10501.01,10620.03,10693.47,10597.75,11143.61,10780.89,10418.16,4.95货,-3273货,15089货,-143货,38882货,-44.7货,-1365货,1217.66,1376.39,1302.45,1284货,2.95货
2019/8/8,10383.62,10500.77,10383.62,10494.49,10480.88,10587.41,10685.18,10595.16,11145.51,10763.44,10381.37,9.76货,-3263货,15110货,17.9货,38900货,4.85货,-1360货,1240.82,1362.43,1292.65,1287货,2.51货
2019/8/12,10491.79,10514.05,10440.77,10472.36,10480.5,10567.84,10678.44,10593.25,11147.01,10745.84,10344.67,4.15货,-3259货,15095货,-36.7货,38864货,1.22货,-1359货,1266.86,1295.92,1307.54,1287货,7597窾
2019/8/13,10436.62,10436.62,10361.89,10362.66,10453.48,10537.22,10669.29,10590.05,11149.4,10720.15,10290.9,2.35货,-3257货,15025货,-75.8货,38788货,-6.72货,-1365货,1193.58,1275.86,1321.37,1289货,1.06货
2019/8/14,10444.5,10518.02,10427.73,10427.73,10453.82,10522.18,10662.25,10587.8,11137.41,10697.24,10257.06,12.3货,-3244货,15026货,-26.3货,38761货,3.29货,-1362货,1461.53,1276.09,1336.11,1291货,2.25货
2019/8/15,10374.75,10374.75,10287.76,10327.13,10416.25,10489.26,10651.72,10583.73,11136.05,10672.17,10208.28,3.03货,-3241货,14966货,-61.5货,38700货,-1.16货,-1363货,1231.33,1278.82,1327.6,1287货,-4.02货
2019/8/16,10345.42,10456.32,10318.37,10420.89,10405.91,10470.35,10642.98,10580.45,11125.64,10653.25,10180.86,-1.13货,-3242货,14956货,-103货,38597货,2.78货,-1360货,1200.48,1270.76,1316.59,1290货,3.63货
2019/8/19,10449.39,10516.05,10449.39,10488.75,10429.24,10471.35,10637.51,10578.72,11100.3,10634.03,10167.75,6.93货,-3236货,14970货,-37.0货,38560货,3.46货,-1357货,1204.77,1258.34,1277.13,1296货,5.67货
2019/8/20,10508.42,10538.12,10497.13,10522.5,10458.34,10479.57,10633.54,10577.69,11058.84,10612.92,10167.01,1.05货,-3234货,14965货,-33.4货,38526货,4.26货,-1353货,1214.92,1262.61,1269.23,1296货,-291窾
2019/8/21,10526.87,10545.25,10504.49,10525.8,10480.76,10487.94,10630,10576.83,11011.64,10591.85,10172.06,7724窾,-3234货,14945货,-21.6货,38505货,-17.8货,-1370货,1110.8,1192.46,1234.27,1301货,4.57货
2019/8/22,10560.01,10596.41,10515.72,10529.78,10504,10499.31,10627.39,10576.39,10961.03,10571.55,10182.08,18.5货,-3215货,14950货,-31.9货,38473货,-4.85货,-1375货,1232.71,1192.74,1235.78,1303货,2.19货
2019/8/23,10526.15,10541.73,10503.07,10538.11,10511.76,10504.39,10624.11,10575.58,10902,10551.39,10200.78,-2.04货,-3217货,14973货,-8.01货,38465货,29.4货,-1346货,1100.08,1172.66,1221.71,1301货,-1.97货
2019/8/26,10453.4,10453.4,10340.15,10354.57,10474.63,10485.48,10616.77,10572.69,10847.92,10524.52,10201.12,-5.46货,-3223货,14844货,-144货,38321货,-13.2货,-1359货,1170.5,1165.8,1212.07,1301货,-1210窾
2019/8/27,10386.21,10431.78,10368.96,10387.23,10447.6,10468.77,10609.46,10569.73,10782.04,10499.59,10217.14,7.18货,-3216货,14773货,-84.8货,38236货,6325窾,-1358货,1236.91,1170.2,1216.4,1306货,5.71货
2019/8/28,10397.6,10456.3,10397.6,10434.29,10438.88,10460.16,10603.29,10567.27,10718.72,10479.76,10240.8,3.76货,-3212货,14776货,12.8货,38249货,-7.76货,-1366货,1020.93,1152.22,1172.34,1309货,2.55货
